cyrillic,meaning
дақенч,"качать, шатать; трясти"
дақенч,"возить; таскать, волочить"
δêц,"падать, валиться, сваливаться"
δêц,"падать, выпадать, идти (об осадках)"
δêц,"попадать, оказываться"
δêц,"ударяться, стукаться; наталкиваться, натыкаться"
δêц,"случаться, происходить"
δêц,вспомогательный глагол образует сложноименные глаголы среднего (непереходного) значения
δêц,"в конструкциях с кратким инфинитивом других глаголов, реже с существительными в сочетании с послелогами ш. -ард, -ирд употребляется для выражения начинательности (со словами пай, дараw, дар, чи)"
θиц,гореть; сгорать; зажигаться
θиц,обжигаться
θиц,пропадать (даром)
зêц,нестись; телиться; ягниться; жеребиться; котиться; рождать (чаще о животных; о женщине – неодобр.)
зибиц,"прыгать, скакать; бросаться, кидаться (прям. и перен.)"
зибиц,"отваливаться, отскакивать; падать, валиться"
зибиц,"исчезать, пропадать; убегать"
зидих̌ц,"рваться, разрываться; ломаться; лопаться, трескаться (прям. и перен.)"
зидих̌ц,"валиться, обрушиваться"
зидих̌ц,"распускаться, перестать владеть собой"
зидих̌ц,"спадать, утихать"
зидих̌ц,"заканчиваться, кончаться"
зийих̌ц,"вянуть, высыхать, засыхать, выгорать"
зинойҷ,"скользить, соскальзывать"
кидойҷ,"вытекать, течь, освобождаться (от жидкости)"
киройҷ,вытекать
лацч,"подаваться под нажимом, оставлять на себе вмятины"
лацч,быть вязким
лацч,"подрагивать, колебаться"
мӣɣ̌ӡ,"умирать, кончаться; погибать; испускать дух, подыхать"
мӣɣ̌ӡ,"выбиваться из сил, обессиливать, уставать"
мӣɣ̌ӡ,"помалкивать, сидеть тихо, не шуметь, замирать"
мӣɣ̌ӡ,"влюбляться по уши, сохнуть по кому-л."
нарфӣц,выдернуться; вывихнуться
нах̌фӣц,выдернуться; вывихнуться
них̌фӣц,выдернуться; вывихнуться
наɣ̌ҷӣц,проходить; переходить (в разн. знач.); миновать
наɣ̌ҷӣц,"проходить, миновать (о времени)"
наɣ̌ҷӣц,"обходить, превосходить (в чем-л.)"
ниδӣвӡ,"прилипать, приклеиваться, приставать"
ниδӣвӡ,"приставать, задираться; сцепиться в схватке, драке"
ниδӣвӡ,"начинать (что-л. делать), приступать к чему-л., приняться за что-л."
нӣсц,"сидеть; садиться, усаживаться; быть сидящим, сидеть (*в формах перфектной серии*)"
нӣсц,"ждать (сидя, стоя), поджидать (часто с предлогом *пи*)"
нӣсц,"оставаться; пребывать, проживать, останавливаться (на постой)"
нӣсц,"садиться, опускаться (с высоты), приземляться"
нӣсц,"приминаться, уминаться"
нихисц,"спадать, уменьшаться (об опухоли и т. п.)"
нихӣсц,"спадать, уменьшаться (об опухоли и т. п.)"
нихих̌ц,"разрушаться, обваливаться"
рихих̌ц,"разрушаться, обваливаться"
нихих̌ц,спускаться; опускаться
рихих̌ц,спускаться; опускаться
парих̌ц,"скакать, вскакивать, прыгать; кидаться"
парwих̌ц,соскальзывать (с меха при плавании)
парwих̌ц,"касаться, вмешиваться, интересоваться"
пархих̌ц,болеть повторно (рецидив болезни)
пирхих̌ц,болеть повторно (рецидив болезни)
пиδӣвӡ,"липнуть, клеиться, прилипать"
пиδӣвӡ,"приставать (о заразе, болезни), заражаться"
пиδӣвӡ,"драться, сцепляться"
пиδӣвӡ,"начинать, приступать (чаще с кратким инфинитивом)"
пиδиц,"гореть, сгорать, обгорать"
пиδиц,"засыхать, гореть (о хлебах, травах)"
пиδиц,"париться, изнывать от жары, изнемогать от жары"
пиδиц,"кипеть, гореть, спориться (о быстрой работе)"
пиδиц,"огорчаться, скорбеть, горевать, изводиться от горя"
пиц,портиться; гнить; тлеть
пиц,свертываться (о молоке)
пиц,чернеть; покрываться синяками
пирӣсц,"рваться, разрываться"
пирӣсц,"протекать; капать; просачиваться, прорываться (о воде)"
пирӣсц,"проходить, прекращаться"
пармӣɣ̌ӡ,"вянуть, увядать; сохнуть"
пирмӣɣ̌ӡ,"вянуть, увядать; сохнуть"
пармӣɣ̌ӡ,терять силы; слабеть; становиться вялым
пирмӣɣ̌ӡ,терять силы; слабеть; становиться вялым
пишиц,"утешаться; развлекаться, отвлекаться, заниматься чем-л."
палч,"несильно гореть, теплиться"
палч,"поблескивать, блестеть, мерцать"
палч,слабо видеть (о глазах)
риwих̌ц,"летать; улетать, взлетать"
рацӣсц,"бежать; убегать, сбегать"
рицӣсц,"бежать; убегать, сбегать"
сиц,"идти, ехать, отправляться; доходить (до предела)"
сиц,"становиться, делаться, превращаться"
сиц,"быть, происходить, случаться"
сиц,"появляться, возникать; рождаться"
сиц,"водиться, встречаться; произрастать"
сиц,"получаться, выходить"
сиц,"наступать, исполняться; проходить"
сиц,"быть, приходиться кем-л. кому-л."
сиц,"(с предлогом тар) походить на кого-либо, удаваться в кого-либо"
сиц,попадать
сиц,"деваться, пропадать"
сиц,"вспомогательный глагол сложноименных глаголов с непереходным значением (противоп. кин: чӯд, δāδ:δод)"
сиц,"вспомогательный глагол в начинательных конструкциях с кратким инфинитивом или именем глагольного значения (обычно в сочетании со служебными словами дар, дараw, чи, пай, даwу̊м)"
сиц,(редко) вспомогательный глагол в составе сложноименных глаголов с переходным значением
сиц,тк. в форме су́т-ат(ā) (подчинительный союз) если
сикихц,"спасаться; уцелевать, выживать, выздоравливать"
сириц,"отделяться, выделяться"
сириц,сворачиваться (о молочных продуктах)
сириц,"перестать сосать грудь, отказываться от груди"
ситӣвӡ,"жариться, поджариваться"
ситӣвӡ,"испытывать жажду, хотеть пить"
ситӣвӡ,"горевать, огорчаться, убиваться"
сифӣц,подниматься
сифӣц,достигать какого-л. уровня
сифӣц,"преуспевать, расти (в должности)"
тих̌ц,драться
тӣц,"идти; ходить, ездить; отправляться, уезжать, улетать"
тӣц,"иметь течь, течь"
тӣц,"идти, течь, струиться (о потоке и т. п.)"
тӣц,"исходить, распространяться"
тӣц,ходить (о часах)
тӣц,идти (о времени)
тӣц,дуть (о ветре)
тарч,"тарахтеть, трещать, шуметь"
тарч,испускать газы
тарч,"орать, кричать"
фириц,"прополаскиваться начисто, отмываться"
фингч,тихо ржать (о лошади)
фах̌ч,"пыхтеть, тяжело дышать, часто дышать"
фах̌ч,"молчать, сердиться, дуться"
х̌икифц,расцветать; распускаться
х̌икифц,"хорошеть, расцветать"
х̌ицêц,"мерзнуть, замерзать; простуживаться"
х̌êвӡ,"спать, засыпать, ночевать; лежать, ложиться"
цирӣвӡ,"саднить, щипать, нащипывать, гореть, жечь, болеть"
цирӣвӡ,"горевать, тосковать, печалиться; скорбеть"
царч,"шуршать, шелестеть; царапаться"
царч,"капать, моросить, шуршать (напр., об осадках)"
ӡарч,испускать газы
шитарч,громко испускать ветры
шитарч,"кричать, горланить, орать"
ғибих̌ц,"кончаться, заканчиваться (о вязании)"
ғибих̌ц,прекращать рост; оставаться на одном и том же уровне
ғатч,"гоготать (о гусях), кудахтать, крякать (о курах, утках и уларах)"
ғатч,"сердито бормотать, ворчать, бурчать"
қатч,кудахтать; кукарекать
виц,"быть, существовать; быть в наличии, иметься"
виц,"быть, находиться, присутствовать"
виц,"быть, происходить, случаться"
виц,(тк. перфектная форма) 3-е л.: оказывается
виц,"(глагол-связка) быть, являться"
виц,употребляется как вспомогательный глагол в описательном преждепрошедшем перфекте
чӣɣ̌ӡ,"делать, поступать (определенным образом); заниматься чем-л."
чӣɣ̌ӡ,"делать, изготовлять, производить; создавать; выполнять, устраивать (что-л.)"
чӣɣ̌ӡ,делать что-л. чем-л.; превращать
чӣɣ̌ӡ,строить
чӣɣ̌ӡ,"приготовлять; заготовлять; справлять, собирать"
чӣɣ̌ӡ,"варить, готовить; печь"
чӣɣ̌ӡ,класть; помещать; сыпать; лить
чӣɣ̌ӡ,"одевать, надевать"
чӣɣ̌ӡ,"делать, выбирать, избирать (кем-л.); назначать"
чӣɣ̌ӡ,"(противоп. сāw:сут) вспомогательный глагол, образующий сложноименные глаголы, преимущественно активного (переходного) и реже среднего (непереходного) значения"
чӣɣ̌ӡ,сост. часть сложных глаголов
аwӣц,"ложиться, укладываться, разваливаться (чаще о животных)"
аɣ̌ӣц,"ложиться, укладываться, разваливаться (чаще о животных)"
аwӣц,"никнуть к земле, стелиться (о растениях)"
аɣ̌ӣц,"никнуть к земле, стелиться (о растениях)"
аwӣц,"рассаживаться, разваливаться (о человеке)"
аɣ̌ӣц,"рассаживаться, разваливаться (о человеке)"
биδӣвӡ,"закрываться (напр., о глазах, рте)"
нах̌тӣц,"выходить (в разн. знач. извне, откуда-л., из чего-л.)"
нах̌тӣц,"возникать, появляться, объявляться"
нах̌тӣц,"объявляться, заявляться, прибывать"
нах̌тӣц,добираться
нах̌тӣц,выходить из печати
нах̌тӣц,"выходить, получаться в итоге (при подсчете, взвешивании)"
нах̌тӣц,"оказываться, обнаруживаться"
нах̌тӣц,"оканчиваться, проходить, быть на исходе (о времени)"
нах̌тӣц,уходить (от мужа)
андойҷ,"вставать, подниматься"
андӣц,"вставать, подниматься"
аррах̌ч,"подниматься, стараться подняться, силиться подняться; вытягиваться в высоту, подниматься на дыбы"
аррих̌ц,"подниматься, стараться подняться, силиться подняться; вытягиваться в высоту, подниматься на дыбы"
аɣ̌ӣц,лежать (о скоте)
биδӣвӡ,закрываться (о глазах)
киройҷ,"истекать, вытекать"
мӣɣ̌ӡ,умирать
нах̌фӣц,"вывихиваться, выдергиваться"
нах̌то́йҷ,выходить
нах̌тӣц,выходить
наɣ̌ҷӣц,"переходить, проходить"
ниδӣвӡ,"прилепляться, приклеиваться, приставать"
нихих̌ц,разрушаться
носч,"сидеть, садиться, пребывать, оставаться, ждать, поджидать"
нӣсц,"сидеть, садиться, пребывать, оставаться, ждать, поджидать"
парwах̌ч,"соскальзывать, падать в воду с меха для плавания"
парwих̌ц,"соскальзывать, падать в воду с меха для плавания"
пиц,"гнить, портиться, тлеть"
пиδовҷ,"начинать, приниматься за..., приставать к..."
пиδиц,зажигаться
пирӣсц,"рвать, разрывать"
пишиц,"утешаться, затихать"
рицӣсц,убегать
риwих̌ц,летать
сиц,"отправляться, идти, уходить, уехать, уезжать"
сифāδҷ,подниматься
сифӣц,подниматься
тах̌ч,драться (преимущественно о собаках и др. животных)
тӣц,"идти, ехать"
виц,быть
вирих̌ц,"ломаться, разбиваться"
wирӣвӡ,"вставать, стоять"
х̌ицêц,"мерзнуть, замерзать"
х̌икифц,"расцветать, распускаться"
х̌êвӡ,спать
зêц,рождать (чаще о животных)
зоδҷ,рождать (чаще о животных)
зибиц,прыгать
зидих̌ц,"рваться, ломаться"
зийих̌ц,"увядать, засыхать"
θиц,"гореть, зажигаться"
х̌êвӡ,"лежать, ложиться"
сиц,"делаться, становиться"
