cyrillic,meaning
андиз,"увеличиваться (об объеме, размере, количестве, уровне и т. д.)"
андиӡ,"увеличиваться (об объеме, размере, количестве, уровне и т. д.)"
индиз,"увеличиваться (об объеме, размере, количестве, уровне и т. д.)"
йиндиз,"увеличиваться (об объеме, размере, количестве, уровне и т. д.)"
андиз,"вырастать, подрастать (напр., о детях)"
андиӡ,"вырастать, подрастать (напр., о детях)"
индиз,"вырастать, подрастать (напр., о детях)"
йиндиз,"вырастать, подрастать (напр., о детях)"
андиз,"расти, вырастать; прорастать, появляться (о всходах растений)"
андиӡ,"расти, вырастать; прорастать, появляться (о всходах растений)"
индиз,"расти, вырастать; прорастать, появляться (о всходах растений)"
йиндиз,"расти, вырастать; прорастать, появляться (о всходах растений)"
андиз,"продвигаться по службе, идти в гору, делать карьеру"
андиӡ,"продвигаться по службе, идти в гору, делать карьеру"
индиз,"продвигаться по службе, идти в гору, делать карьеру"
йиндиз,"продвигаться по службе, идти в гору, делать карьеру"
андиз,"начинаться, возникать"
андиӡ,"начинаться, возникать"
индиз,"начинаться, возникать"
йиндиз,"начинаться, возникать"
анду̊з,"будить, поднимать (с места, с постели)"
инду̊з,"будить, поднимать (с места, с постели)"
анцāв,шить; зашивать; прошивать
инцāв,шить; зашивать; прошивать
анҷафц,"начинаться, идти (об осадках)"
инҷафц,"начинаться, идти (об осадках)"
анҷāв,"(*прям.*) держать; держать(ся), брать(ся), хватать(ся)"
инҷāв,"(*прям.*) держать; держать(ся), брать(ся), хватать(ся)"
анҷāв,"ловить; поймать, схватить"
инҷāв,"ловить; поймать, схватить"
анҷāв,"задерживать, удерживать"
инҷāв,"задерживать, удерживать"
анҷāв,занимать место; захватывать
инҷāв,занимать место; захватывать
анҷāв,"схватить, одолеть (о болезни)"
инҷāв,"схватить, одолеть (о болезни)"
анҷāв,"брать в жены, жениться"
инҷāв,"брать в жены, жениться"
анҷāв,"класть сверху, накладывать; покрывать"
инҷāв,"класть сверху, накладывать; покрывать"
анҷāв,"приступать к рассказу, начинать рассказывать"
инҷāв,"приступать к рассказу, начинать рассказывать"
арāз,"прыгать, подскакивать; тянуться (вверх); подниматься на дыбы"
аррāз,"прыгать, подскакивать; тянуться (вверх); подниматься на дыбы"
арāз,"бить ключом, струей; брызгать"
аррāз,"бить ключом, струей; брызгать"
арāз,"чваниться, пыжиться, задирать нос, зазнаваться"
аррāз,"чваниться, пыжиться, задирать нос, зазнаваться"
арδӣх̌ц,"сниться, грезиться во сне"
арδӣх̌ц,"болтать, наговаривать (на кого-л)"
бизӣн,"помещать (в загон, хлев и т.д.), загонять (скот, домашнюю птицу)"
бизӣн,"арестовывать, заключать в тюрьму"
бизӣн,"помещать; загонять; вносить, вводить (по отношению к одушевленным и неодушевленным предметам)"
бийу̊ӡ,чесаться (о носе)
бийу̊ӡ,"раскалывать, разбивать, дробить, членить (голову животного перед ее варкой)"
бийу̊ӡ,"расшибать, разбивать (при угрозе)"
бинêс,"терять, девать"
бинêс,"тратить, расходовать"
бинêс,"губить, уничтожать, изводить"
бинêс,"гнать, выгонять, прогонять; удалять"
бираф,"работать, трудиться, заниматься чем-л"
бирāw,перестать питаться материнским молоком; бросить сосать (грудь)
бирêw,"отнимать от груди, переставать кормить молоком; отнимать от матки (молодняк)"
бирêз,пить
бисхир,"трогать, дотрагиваться, касаться; затрагивать (прям. и перен.)"
бих̌чāр,"черпать, зачерпывать; разливать; наливать; сгребать; рассыпать, насыпать (жидкости и сыпучие вещества)"
бих̌чāр,"хватать, захватывать"
биwайсен,"доводить до распухания, набухания; делать пухлым, раздувать"
биɣ̌айсен,"доводить до распухания, набухания; делать пухлым, раздувать"
биwис,"опухать, распухать; вздуваться, раздуваться, пучить"
биɣ̌ис,"опухать, распухать; вздуваться, раздуваться, пучить"
биwис,"дуться, обижаться"
биɣ̌ис,"дуться, обижаться"
бӣл,"говорить, рассказывать; шептать"
боз,"играть, заниматься игрой (в мяч, кости, поло и т. п.)"
боз,"посылать, отправлять, отсылать"
бубез,"обходить, объезжать"
бубрез,"обходить, объезжать"
бур,квакать
бурз,"дрожать, трепетать"
бу́чақен,"прыгать, бросаться, кидаться (как козел)"
буғ,жужжать (о насекомых)
бӣw,"рыдать, плакать"
бӯw,"рыдать, плакать"
бу̊ғ,"мычать, реветь (о крупном рогатом скоте)"
бу̊ғ,"шуметь, кричать, орать, реветь"
бу̊ғ,"насмехаться, обсмеивать"
вāр-δи,"мочь, быть в состоянии"
вāр-δи,"справляться, одолевать, осиливать"
вāр-δи,уметь
виwāн,"отказываться от еды, переставать есть"
видêӡ,"орошать, поливать"
вираw,"ломать; бить, разбивать, колоть, рубить"
вираɣ̌,"ломать; бить, разбивать, колоть, рубить"
вираw,"обрабатывать (землю), пахать, поднимать зябь"
вираɣ̌,"обрабатывать (землю), пахать, поднимать зябь"
вираw,"утолять (жажду, голод)"
вираɣ̌,"утолять (жажду, голод)"
вираw,"пугать, спугнуть (куропатку)"
вираɣ̌,"пугать, спугнуть (куропатку)"
вираw,"ломаться, разбиваться; раскалываться"
вираɣ̌,"ломаться, разбиваться; раскалываться"
ави,"находить, отыскивать, обнаруживать"
вирай,"находить, отыскивать, обнаруживать"
вири,"находить, отыскивать, обнаруживать"
винд,"связывать, завязывать, привязывать; перевязывать"
вӣнд,"связывать, завязывать, привязывать; перевязывать"
вӣс,"связывать, завязывать, привязывать; перевязывать"
винд,"заключать (напр., договор)"
вӣнд,"заключать (напр., договор)"
вӣс,"заключать (напр., договор)"
винд,"застывать, густеть; леденеть, замерзать"
вӣнд,"застывать, густеть; леденеть, замерзать"
вӣс,"застывать, густеть; леденеть, замерзать"
винд,"околдовывать, заколдовывать"
вӣнд,"околдовывать, заколдовывать"
вӣс,"околдовывать, заколдовывать"
wарвен,"кипятить, варить"
wарвен,"печь, палить"
wарвен,"болтать, разглагольствовать"
wарwарθ,"возиться, двигаться; шевелиться; барахтаться"
wарwарθ,"искать, шарить (руками)"
wарwарθ,"привыкать, привязываться; симпатизировать"
wарwарθ,"перевертываться, ворочаться"
wарwêх̌,"ворочать, перевертывать, шевелить, двигать, перевертывая"
wарδāw,"болтать; сочинять, фантазировать"
wарδӣр,развлекать; утешать
wарδу̊ӡ,"очищать, отделять (напр. абрикосы от косточек, горох от кожуры)"
wарθāп,"болтать, говорить; фантазировать"
wарθāп,"искать, шарить, нащупывать (рукой)"
wақ,"петь, ворковать, верещать (о куропатке)"
wāз,"плавать, купаться"
wāрв,кипеть; вариться
wāрв,"шевелиться; возиться; баловаться; бегать, носиться"
wāрêз,"ударять, бить, стучать"
wāрêз,"подстреливать, подбивать"
wāф,ткать; вязать; плести; вить
wāф,"выдумывать, плести небылицы, нести вздор"
wāш,"размахивать, махать руками (при ходьбе)"
wāш,"отделять солому, сор от зерна (при веянии)"
wāғ,"плакать навзрыд, реветь, рыдать"
wāғ,"кричать, орать; грубить"
wāғ,"выть, завывать (о ветре)"
wеδ,"класть, накладывать, укладывать; ставить"
wеδ,"стелить, расстилать; раскладывать"
wеδ,"вставлять, втыкать; вкладывать"
wеδ,"помещать, устраивать, определять"
wеδ,"организовывать, устраивать; налаживать, устанавливать"
wеδ,ставить отметку
wеδ,"вводить, вносить; загонять"
wеδ,"давать, накладывать, подбрасывать (корм); кормить (животных, птиц)"
wеδ,"снимать (одежду, обувь)"
wеδ,обвинять; сваливать вину на кого-л.
wеδ,"засевать, сеять"
wеδ,"готовить (пищу), варить; заваривать (чай)"
wеδ,"хватать (до какого-л. срока, предела)"
wеδ,"доводить, приводить (в какое-л. состояние)"
wеδ,"стрелять; бросать, кидать (в кого-л.)"
wеδ,"упоминать; замечать, отмечать; делать пометку"
wеδ,выступает во второй части сложноименных глаголов
wêб,"вращаться, кружиться (о крайнем быке при молотьбе)"
wêз,"купать, мыть"
wêз,"переправлять, тащить по воде; грести"
wêз,"очищать, отделять зерно от мелких камней (при помощи воды); промывать зерно"
wêрв,кипятить
wêрв,"болтать, разглагольствовать"
wêғ,блеять; мычать
wиδу̊ӡ,"расщеплять; очищать, напр. горох, абрикос (ср. wарδу̊ȥ:wарδӯйд)"
wиδу̊ӡ,"теребить (напр. шерсть, ср. wих̌камб:wих̌кӯвд)"
wиδу̊ӡ,"терзать, раздирать"
wижеб,возвращать; поворачивать
wижафц,возвращаться; поворачивать назад
wижифц,возвращаться; поворачивать назад
wиз,"помещаться, вмещаться, умещаться; пролезать, проходить; быть впору"
wиӡ,"помещаться, вмещаться, умещаться; пролезать, проходить; быть впору"
wизāw,"гаснуть, угасать, потухать"
wизêw,"тушить, гасить"
wзу̊н,знать
wизу̊н,знать
wзу̊н,узнавать
wизу̊н,узнавать
wзу̊н,понимать
wизу̊н,понимать
wзу̊н,"считать, принимать (за кого-, что-л.)"
wизу̊н,"считать, принимать (за кого-, что-л.)"
wзу̊н,"уважать, признавать, почитать"
wизу̊н,"уважать, признавать, почитать"
wзу̊н,"в формулах просьбы, мольбы, заклинания: сделать что-л."
wизу̊н,"в формулах просьбы, мольбы, заклинания: сделать что-л."
wилāмб,"класть, укладывать, накладывать; наваливать"
wирāфц,"вставать, останавливаться; быть вставшим, стоять (*в формах перфектной серии*)"
wирāфц,отставать (напр. в развитии); ослабевать; отцветать
wиремб,"заставлять стоять; ставить на отдых, привязывать (напр. лошадь)"
wиремб,"заставлять стоять в наказание, ставить в угол"
wирех̌,распарывать; разрезать
wирех̌,"проникать, проходить, пробираться, продираться"
wирêз,"справляться, осиливать, хорошо делать что-л."
wирӣwс,расплетаться; распарываться
wиру̊ӡ,"распарывать; расплетать, распускать (о сплетенном, связанном)"
wихой,"ударять, бить; колоть, мельчить"
wих̌аw,"расчесывать, причесывать"
wих̌аɣ̌,"расчесывать, причесывать"
wих̌и,отпирать (ключом)
wих̌камб,"перебирать, разбирать, теребить (руками)"
wих̌камб,"кромсать, рвать на части, на куски (при угрозе)"
wиӡêр,"разбрасывать навоз, удобрять навозом"
wиӡин,"чистить, очищать; убирать; освобождать (от чего-л.)"
wиӡин,"сметать, стирать с лица земли, громить"
wиш,"мешать, размешивать, перемешивать; ворошить, переворачивать; ковырять"
wиш,"работать не спеша, помаленьку, ковыряться, возиться"
wиш,"хлопотать за кого-л., содействовать; заботиться"
wойāф,"стремиться, тянуться, бросаться"
wол,высиживать яйца
wол,"прорастать, приниматься, развиваться (о растении)"
wол,"двигаться, перемещаться"
wох̌,"падать, валиться; рушиться"
wох̌,проваливаться; терпеть неудачу
wох̌,"лишаться (должности, чина и т. п.)"
wох̌,"рваться, изнашиваться"
wох̌,"оказываться, попадать"
wох̌,"появляться, рождаться"
wох̌,"мерзнуть, зябнуть, стыть, коченеть"
wуз,"копошиться, кишеть, шевелиться (о насекомых)"
wурз,"дрожать, ощущать озноб; судорожно сокращаться (о теле или какой-л. его части)"
wурзд,"дрожать, ощущать озноб; судорожно сокращаться (о теле или какой-л. его части)"
wух,кашлять
wуц,"двигаться, идти потихоньку, шагать медленно; плестись, ковылять"
wуц,"качаться, колебаться; двигаться, шевелиться; дрожать, трястись"
wуц,работать не торопясь; трудиться понемногу
wуцен,"двигать, шевелить; качать, трясти"
wақсен,"вызывать тошноту, рвоту"
wуқсен,"вызывать тошноту, рвоту"
ақсен,"вызывать тошноту, рвоту"
wой,ныть; рыдать; плакать
wу̊й,ныть; рыдать; плакать
wой,ахать да охать; захваливать; сглазить
wу̊й,ахать да охать; захваливать; сглазить
wу̊ғ,"мычать, реветь (о быке, воле, верблюде)"
wу̊ғ,"реветь, орать; плакать в голос"
гарδен,"вращать, вертеть, кружить; поворачивать, переворачивать, сворачивать"
гарδен,"поворачивать, заворачивать, возвращать с пути"
гарδен,"превращать, изменять, видоизменять; обращать; преображать"
гарδен,переправлять
гарδен,"опрокидывать, переворачивать; просыпать, проливать"
гарδен,"возвращать, отдавать, платить"
гарδен,хлебать; уплетать
гāрδ,"вращаться, вертеться, кружиться; оборачиваться; поворачиваться; переворачиваться"
гāрδ,"превращаться; изменяться, видоизменяться; делаться, становиться"
гāрδ,"переходить; переправляться, преодолевать какую-л. преграду"
гāрδ,"опрокидываться, переворачиваться; просыпаться; проливаться"
галнêɣ̌,"крутить, вертеть, вращать, кружить"
гилнêɣ̌,"крутить, вертеть, вращать, кружить"
галнêɣ̌,"беспокоить, тревожить, заставлять хлопотать, возиться"
гилнêɣ̌,"беспокоить, тревожить, заставлять хлопотать, возиться"
гирз,"горько плакать, рыдать; стонать; страдать; горевать"
ҷирз,"горько плакать, рыдать; стонать; страдать; горевать"
гӣр,соглашаться; слушаться; терпеть (чаще при отрицании)
гумбу̊н,"укутывать, закрывать, покрывать, прикрывать"
гумбу̊н,"закрываться, покрываться, укрываться"
гимор,"уполномочивать, велеть"
гумор,"уполномочивать, велеть"
даwу̊н,"расти, разрастаться, прорастать, приниматься; пускать (корни, ростки), перерастать; покрываться, затягиваться (о ране, ссадине)"
дак,пересыхать (в горле); испытывать жажду
дарйêвд,"целовать (в знак уважения); касаться, приникать губами (к священному предмету)"
дарйов,"целовать (в знак уважения); касаться, приникать губами (к священному предмету)"
дақен,ж. к дуқен:дуқент
дāм,"дуть, выдувать, раздувать (огонь кузнечным мехом)"
деδ,входить (в разн. знач.); вступать; поступать куда-л.
ди,"бить, колотить, ударять; толочь, разбивать, раскалывать"
ди,"гнать, гонять, погонять; пускать"
ди,"пускать воду, поливать"
ди,"критиковать, пропесочивать; чернить"
ди,"пить; хлебать; жрать, лопать и т.п."
дивен,веять (зерно)
дивес,показывать; демонстрировать
дивес,проучить; наказывать
дивес,"показываться, быть, становиться видным; казаться"
даwен,"гнать, погонять; заставлять бежать, скакать"
диwен,"гнать, погонять; заставлять бежать, скакать"
дирамб,"биться, трепетать, стучать (о сердце)"
дирамб,"опасаться; чувствовать, казаться"
думб,топать
дунг,дрожать (от холода)
дунг,"перебирать струны, играть (на струнном инструменте)"
дуп,"бить, лупить, колотить"
дуқ,идти рысью (о лошади)
дуқен,"качать, шатать; трясти"
дуқен,"возить; таскать, волочить"
δак,"лизать, облизывать, вылизывать"
δак,"растрачивать, расходовать"
δāδ,давать; дарить; отдавать; предоставлять
δāδ,выдавать замуж
δāδ,"ударять, бить, стегать; вонзать, втыкать"
δāδ,бодать
δāδ,"разбивать, побеждать (в борьбе, в состязании); одолевать"
δāδ,"убивать, подстреливать (на охоте)"
δāδ,давить; жать
δāδ,"бросать, кидать; швырять"
δāδ,"касаться, трогать, задевать (прям. и перен.)"
δāδ,точить
δāδ,играть (на музыкальном инструменте)
δāδ,"помещать, класть (в разн. знач.)"
δāδ,"связывать, соединять; добавлять, прибавлять"
δāδ,"воздействовать, влиять, оказывать влияние, охватывать"
δāδ,передвигаться (в разн. знач.)
δāδ,делать; устраивать (в разн. знач.)
δāδ,ругать
δāδ,"тратить, расходовать"
δāδ,"лопать, лакать, дуть, пить; жрать"
δāδ,одеваться
δāδ,"бросаться; передвигаться, двигаться, добираться"
δāδ,"вспомогательный глагол, образует сложноименные глаголы активного значения"
δêк,"заставлять, принуждать лизать"
δêр,только как второй элемент в сложноименных глаголах с различным значением
δай,"падать, валиться, сваливаться"
δи,"падать, валиться, сваливаться"
δий,"падать, валиться, сваливаться"
δай,"падать, выпадать, идти (об осадках)"
δи,"падать, выпадать, идти (об осадках)"
δий,"падать, выпадать, идти (об осадках)"
δай,"попадать, оказываться"
δи,"попадать, оказываться"
δий,"попадать, оказываться"
δай,"ударяться, стукаться; наталкиваться, натыкаться"
δи,"ударяться, стукаться; наталкиваться, натыкаться"
δий,"ударяться, стукаться; наталкиваться, натыкаться"
δай,"случаться, происходить"
δи,"случаться, происходить"
δий,"случаться, происходить"
δай,вспомогательный глагол образует сложноименные глаголы среднего (непереходного) значения
δи,вспомогательный глагол образует сложноименные глаголы среднего (непереходного) значения
δий,вспомогательный глагол образует сложноименные глаголы среднего (непереходного) значения
δай,"в конструкциях с кратким инфинитивом других глаголов, реже с существительными в сочетании с послелогами ш. -ард, -ирд употребляется для выражения начинательности (со словами пай, дараw, дар, чи)"
δи,"в конструкциях с кратким инфинитивом других глаголов, реже с существительными в сочетании с послелогами ш. -ард, -ирд употребляется для выражения начинательности (со словами пай, дараw, дар, чи)"
δий,"в конструкциях с кратким инфинитивом других глаголов, реже с существительными в сочетании с послелогами ш. -ард, -ирд употребляется для выражения начинательности (со словами пай, дараw, дар, чи)"
δимāн,"выделывать, обрабатывать (шкуру)"
δу̊в,собирать; рвать
δу̊в,"клевать, склевывать"
δу̊з,доить
δу̊ӡ,доить
θāw,гореть; сгорать; зажигаться
θāw,обжигаться
θāw,пропадать (даром)
θāп,"кушать, есть (сыпучее, напр. толокно, сахарный песок)"
θêw,"заставлять гореть, зажигать; жечь, сжигать"
θêw,"огорчать, расстраивать; печалить, причинять душевную боль"
жар,"трещать, потрескивать (о жарящемся мясе, сале и т. п.)"
жар,"звенеть, скрежетать, лязгать (о металле)"
жақ,"жать, выжимать; давить; сдавливать"
жақ,"притеснять, угнетать"
жеб,"прясть, сучить (нитки)"
жиwал,"блестеть, сверкать, переливаться"
жидақ,"дрожать, трястись"
жидар,"портить воздух, испускать газы"
жиду̊р,"портить воздух, испускать газы"
жираw,"кусать, жалить"
жираɣ̌,"кусать, жалить"
жоз,бегать; бежать
жоз,"гулять, ходить (с кем-либо), ухаживать, бегать (за кем-л.)"
зарв,"умолять, молить; упрашивать"
зирв,"умолять, молить; упрашивать"
зарwāн,"вертеться, поворачиваться"
зарwāч,"вертеться, поворачиваться"
зарwӣн,"наматывать, свертывать, завертывать"
зақ,"беспокоиться, тревожиться, волноваться; грустить"
зақ,"кипеть, вариться, густеть (о густом пахтанье)"
зақен,"тревожить, волновать, беспокоить, обижать"
зêз,"брать; взимать, взыскивать (в разн. знач.)"
зêз,получать (в разн. знач.); принимать
зêз,покупать
зêз,снимать (напр. головной убор)
зêз,"освобождать, снимать (с должности)"
зêз,"фотографировать, снимать, делать снимок"
зêз,"убирать, собирать (урожай)"
зêз,"усваивать, выучивать"
зêз,"начинать (делать что-л.), приступать, приниматься (за что-л.)"
зи,нестись; телиться; ягниться; жеребиться; котиться; рождать (чаще о животных; о женщине – неодобр.)
зибакц,"бросаться, кидаться; тянуться (чаще о ребенке)"
зибан,"прыгать, скакать; бросаться, кидаться (прям. и перен.)"
зибан,"отваливаться, отскакивать; падать, валиться"
зибан,"исчезать, пропадать; убегать"
зибен,"заставлять, принуждать прыгать; помочь перескочить, перепрыгнуть"
зибен,переправлять (через реку)
зибен,"выгонять, отправлять (силой); выпроваживать"
зибен,"доканчивать, завершать, доделывать"
зибêт,"отделять, снимать, отлеплять (лепешку от стены очага)"
зиwêδ,"вынимать, вытаскивать, извлекать, выносить"
зиwêδ,добывать
зиwêδ,"высвобождать, освобождать, избавлять"
зиwêδ,"выгонять, изгонять; исключать"
зиwêδ,"выпускать, издавать"
зиwêδ,"выявлять, определять; приходить к выводу"
зиwêδ,"доводить до конца, заканчивать"
зигарен,"гнать, прогонять"
зигêр,"гнать, прогонять, обращать в бегство"
зигарен,"гнать, прогонять, обращать в бегство"
зидарδ,"рваться, разрываться; ломаться; лопаться, трескаться (прям. и перен.)"
зидарδ,"валиться, обрушиваться"
зидарδ,"распускаться, перестать владеть собой"
зидарδ,"спадать, утихать"
зидарδ,"заканчиваться, кончаться"
зидарδ,"рвать, разрывать, ломать"
зидарδен,"рвать, разрывать, обрывать"
зидāр,"подметать, выметать, выгребать, вычищать, вытирать"
зида,"подметать, выметать, выгребать, вычищать, вытирать"
зидāр,"обчищать, обкрадывать"
зида,"обчищать, обкрадывать"
зидêрδ,"рвать, разрывать; ломать"
зийаwен,"давать высыхать, выгорать (о растениях)"
зийаw,"вянуть, высыхать, засыхать, выгорать"
зийаɣ̌,"вянуть, высыхать, засыхать, выгорать"
зийêw,"давать высыхать, выгорать (о растениях)"
зийу̊ɣ̌,"давать высыхать, выгорать (о растениях)"
зик,"наступать ногой; придавливать, давить ногой, топтать"
зилwêɣ̌ӡ,испытывать тошноту (в сочетании со словом зорδ)
ӡилwêɣ̌ӡ,испытывать тошноту (в сочетании со словом зорδ)
зин,"отнимать, отбирать, вырывать (из рук)"
зинай,"мыть, обмывать"
зини,"мыть, обмывать"
зинай,мыться
зини,мыться
зинай,стирать
зини,стирать
зинойс,"скользить, соскальзывать"
зирғāп,"искать, разыскивать (в темноте)"
зиғāп,"искать, разыскивать (в темноте)"
зирғāп,"болтать, говорить ерунду"
зиғāп,"болтать, говорить ерунду"
зӣн,"убивать, умерщвлять; губить, уничтожать"
зӣн,"бить, лупить, ударять"
зӣн,"мучить, тиранить, изматывать, переутомлять"
зӯр,"напрягаться, силиться, тужиться"
инӡу̊в,укладывать спать; убаюкивать
йāн,молоть
йāн,"размельчать, измельчать, толочь, дробить"
йос,"нести, носить"
йос,"уносить, сносить (водой, ветром)"
йос,"везти, возить, увозить, отвозить; вести, уводить, отводить"
йос,"помещать, совать; помещаться"
йос,"сжигать, травить, уничтожать, съедать"
йос,"(в конструкции с глаголом зêх̌тоw) уносить, уводить с собой, брать, забирать с собой"
калкитен,"крутить; волочить, тащить, заставлять возиться"
кар,"скрестись, царапаться; шуршать, шелестеть"
карх̌,"шуршать; скрипеть, хрустеть"
кафц,"вязнуть, тонуть (напр., в снегу, грязи)"
кафц,"вонзаться, втыкаться"
кахц,путаться (о нитках)
кахцен,"путать, запутывать (о нитках)"
каw,"резать, убивать, закалывать животных; свежевать, разделывать тушу"
каɣ̌,"резать, убивать, закалывать животных; свежевать, разделывать тушу"
каw,"хорошо делать что-л., выполнять качественно какую-л. работу; отлично справляться с чем-л."
каɣ̌,"хорошо делать что-л., выполнять качественно какую-л. работу; отлично справляться с чем-л."
кāх̌,сост. часть глагола дар-кāх̌тоw
кêх,кашлять
кигаw,ковырять (в зубах)
кигӣх̌,"усердно трудиться; стараться, силиться; тужиться; возиться"
кигӣх̌,"принуждать, заставлять возиться, трудиться; мучить"
кидêз,выливать; вливать (остаток чего-л.) — кауз. к кидойс:кидӯйд
кидêӡ,выливать; вливать (остаток чего-л.) — кауз. к кидойс:кидӯйд
кидойс,"вытекать, течь, освобождаться (от жидкости)"
килах,скрипеть; стучать
кир,"чирикать, ворковать (о маленькой куропаточке)"
кирāнд,"скоблить, выскабливать; скрести, очищать"
киранд,"скоблить, выскабливать; скрести, очищать"
кирāнд,"тереть, растирать, натирать; колоть"
киранд,"тереть, растирать, натирать; колоть"
кирêз,"выливать; опорожнять, освобождать (сосуд от жидкости)"
кирêх,"тащить, волочить; двигать, передвигать"
кирӣwс,вытекать
кирш,"шлепать, шаркать; ходить с шумом, громыхать"
китен,"таскать, тащить; волочить"
коwу̊н,ковырять
коwу̊н,"откапывать, отыскивать; узнавать, допытывать, докапываться"
коwу̊н,"расстраивать; мучить, досаждать; упрекать"
кур,скрестись
кирух̌,хлопотать
курух̌,хлопотать
курх̌,"шлепать, шаркать, ходить с шумом"
курш,хлопотать; хозяйничать
лах,"стучать; скрестись, греметь"
лаɣ̌ӡен,лихорадить; трепать (о лихорадке)
раɣ̌ӡен,лихорадить; трепать (о лихорадке)
лаɣ̌ӡен,трясти; заставлять дрожать; приводить в дрожь
раɣ̌ӡен,трясти; заставлять дрожать; приводить в дрожь
лаɣ̌ӡен,"заливаться соловьем, хорошо петь"
раɣ̌ӡен,"заливаться соловьем, хорошо петь"
лақ,"качаться, раскачиваться; болтаться"
лақен,"качать, двигать"
лā,"отпускать, освобождать; оставлять (в покое)"
лāк,"отпускать, освобождать; оставлять (в покое)"
лā,"оставлять; бросать, покидать"
лāк,"оставлять; бросать, покидать"
лā,"класть, ставить; оставлять (на чем-л., где-л.)"
лāк,"класть, ставить; оставлять (на чем-л., где-л.)"
лā,"разрешать, допускать"
лāк,"разрешать, допускать"
лā,распускать
лāк,распускать
лā,отпускать (о боли)
лāк,отпускать (о боли)
лā,"в форме императива в сочетании с 3-м, реже с 1-м л. наст. вр. употребляется для выражения косвенного приказания или пожелания; пусть; ну-ка, дай-(ка)"
лāк,"в форме императива в сочетании с 3-м, реже с 1-м л. наст. вр. употребляется для выражения косвенного приказания или пожелания; пусть; ну-ка, дай-(ка)"
лāхц,"хромать, прихрамывать"
лāқ,болтать; разглагольствовать
лāқ,"петь, чирикать"
луп,"тяжело шагать, топать, шлепать, шаркать"
луц,"подаваться под нажимом, оставлять на себе вмятины"
луц,быть вязким
луц,"подрагивать, колебаться"
луқ,плескаться; булькать (о жидкости)
лǫ,"говорить, сказать, молвить; утверждать"
лу,"говорить, сказать, молвить; утверждать"
лу̊,"говорить, сказать, молвить; утверждать"
лу̊в,"говорить, сказать, молвить; утверждать"
лув,"говорить, сказать, молвить; утверждать"
лǫ,"рассказывать, повествовать; сообщать"
лу,"рассказывать, повествовать; сообщать"
лу̊,"рассказывать, повествовать; сообщать"
лу̊в,"рассказывать, повествовать; сообщать"
лув,"рассказывать, повествовать; сообщать"
лǫ,просить; спрашивать
лу,просить; спрашивать
лу̊,просить; спрашивать
лу̊в,просить; спрашивать
лув,просить; спрашивать
лǫ,называть
лу,называть
лу̊,называть
лу̊в,называть
лув,называть
лǫ,упрекать; ругать; бранить
лу,упрекать; ругать; бранить
лу̊,упрекать; ругать; бранить
лу̊в,упрекать; ругать; бранить
